PROD_SK,PROD_ID,PROD_NM,GNRC_NM,THRPC_CLASS_NM,DISE_CAT_NM,DRG_DOSAG_FRM_NM,NDC,GPI,DRG_DRG_INTRCTN_DESC,BASE_PRICE,BRAND_IND,CONTROLLED_SUB_FLG,NARROW_THRPTC_IDX_FLG,PROD_ACTV_FLG,PROD_EFF_DT,PROD_TERM_DT,GPI_NO,DRG_CLASS_NM,DRG_SUB_CLASS_NM,DRG_FDA_THRPC_EQVLC_CD,RXCUI
1004,PROD1004,Atorvastatin 20mg,atorvastatin,Statin,Hyperlipidemia,Tablet,71015820,3940001000,Myopathy risk with fibrates or niacin,22.0,N,N,N,Y,2020-01-01,2029-12-31,33000100000000,Statins,HMG-CoA Reductase Inhibitors,AB,259255.0
1006,PROD1006,Metformin 500mg,metformin,Biguanide,Type 2 Diabetes,Tablet,93107601,2710001000,Lactic acidosis risk with contrast media,9.0,N,N,N,Y,2020-01-01,2029-12-31,17000100000000,Antidiabetics,Biguanides,AB,861007.0
1028,PROD1028,Celecoxib 200mg,celecoxib,COX-2 Inhibitor,Osteoarthritis,Capsule,25153531,7420101000,Cardiovascular risk; renal impairment with ACE inhibitors,65.0,Y,N,N,Y,2020-01-01,2029-12-31,29000100000000,NSAIDs,Selective COX-2 Inhibitors,BX,239981.0
1026,PROD1026,Gabapentin 300mg,gabapentin,Anticonvulsant,Neuropathic Pain,Capsule,781534105,7210001000,CNS depression with opioids and benzodiazepines,19.5,N,N,N,Y,2020-01-01,2029-12-31,15000100000000,Anticonvulsants,Gabapentinoids (GABA Analogs),AB,310431.0
1012,PROD1012,Pantoprazole 40mg,pantoprazole,Proton Pump Inhibitor,GERD,Tablet,93315305,4920001100,Hypomagnesemia with prolonged use,19.0,N,N,N,Y,2020-01-01,2029-12-31,30000200000000,Proton Pump Inhibitors,Substituted Benzimidazoles,AB,854873.0
1046,PROD1046,Tamsulosin 0.4mg,tamsulosin,Alpha Blocker,Benign Prostatic Hyperplasia,Capsule,88110947,2240001000,Orthostatic hypotension with antihypertensives,24.0,N,N,N,Y,2020-01-01,2029-12-31,11000100000000,Alpha Blockers,Selective Alpha-1 Adrenergic Antagonists,AB,372568.0
1039,PROD1039,Canagliflozin 100mg,canagliflozin,SGLT2 Inhibitor,Type 2 Diabetes,Tablet,50458060010,2710501100,Amputation risk; volume depletion,360.0,Y,N,N,Y,2020-01-01,2029-12-31,17000600000000,Antidiabetics,Sodium-Glucose Cotransporter-2 Inhibitors,BX,
1038,PROD1038,Linagliptin 5mg,linagliptin,DPP-4 Inhibitor,Type 2 Diabetes,Tablet,597001510,2710401100,Similar interactions as sitagliptin,132.0,Y,N,N,Y,2020-01-01,2029-12-31,17000500000000,Antidiabetics,Dipeptidyl Peptidase-4 Inhibitors,BX,
1041,PROD1041,Venlafaxine 75mg,venlafaxine,SNRI,Major Depressive Disorder,Capsule,8443901,6010101100,Serotonin syndrome; hypertension; discontinuation syndrome,24.5,N,N,N,Y,2020-01-01,2029-12-31,16000400000000,Antidepressants,Serotonin-Norepinephrine Reuptake Inhibitors,AB,
1045,PROD1045,Zolpidem 10mg,zolpidem,Non-Benzodiazepine Hypnotic,Insomnia,Tablet,536416301,6020501000,CNS depression with alcohol; next-day drowsiness,14.5,N,Y,N,Y,2020-01-01,2029-12-31,32000100000000,Sedative-Hypnotics,Nonbenzodiazepine GABA-A Agonists (Z-Drugs),AB,313782.0
1045,PROD1045,Zolpidem 10mg,zolpidem,Non-Benzodiazepine Hypnotic,Insomnia,Tablet,536416301,6020501000,CNS depression with alcohol; next-day drowsiness,14.5,N,Y,N,Y,2020-01-01,2029-12-31,32000100000000,Sedative-Hypnotics,Nonbenzodiazepine GABA-A Agonists (Z-Drugs),AB,313782.0
1029,PROD1029,Naproxen 500mg,naproxen,NSAID,Osteoarthritis,Tablet,93278001,7420001000,GI bleeding; reduced diuretic effect,12.0,N,N,N,Y,2020-01-01,2029-12-31,29000200000000,NSAIDs,Nonselective COX Inhibitors,AB,198013.0
1040,PROD1040,Pioglitazone 30mg,pioglitazone,Thiazolidinedione,Type 2 Diabetes,Tablet,169275030,2710301000,Fluid retention; bladder cancer risk with long-term use,28.0,N,N,N,Y,2020-01-01,2029-12-31,17000700000000,Antidiabetics,Thiazolidinediones,AB,261102.0
1023,PROD1023,Rivaroxaban 20mg,rivaroxaban,Factor Xa Inhibitor,Atrial Fibrillation,Tablet,50458057890,8320201100,P-gp and CYP3A4 interactions; take with evening meal,295.0,Y,N,N,Y,2020-01-01,2029-12-31,14000300000000,Anticoagulants,Direct Factor Xa Inhibitors,BX,1114195.0
